"","Razo Social","NomeDeFantasia","logradouro","Bairro","Telefone","lat","lon","TipoDaUnidade","TipoDeEstablecimento"
"2505","INSTITUTO DE PESQUISA CLINICA EVANDRO CHAGAS","IPEC - FIOCRUZ","AV BRASIL","MANGUINHOS","(21)38659526",-22.8740293,-43.2440974,"7","HOSPITAL ESPECIALIZADO"
"2506","IPEV ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA","IPEV ANATOMIA PATOLOGICA E CITOPATOLOGIA","RUA GASTAO PENALVA","ANDARAI","(21)22784755",-22.9266773,-43.2528409,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2507","IR IMPLANTERIO CENTRO DE REABILITACAO EM IMPLANTES LTDA.","IR IMPLANTERIO CENTRO DE REABILITACAO EM IMPLANTES","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","32081923",-22.9719265,-43.1875981,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2508","IR ITC SERVICOS MEDICOS LTDA","IR ITC SERVICOS MEDICOS","AVENIDA ATAULFO DE PAIVA","LEBLON","25387872",-22.9838357,-43.2173542,"22","CONSULTORIO ISOLADO"
"2509","IRCOL - INSTITUTO DE REABILITACAO DA COLUNA VERTEBRAL","IRCOL INSTITUTO DE REABILITACAO DA COLUNA VERTEBRAL","AV DAS AMERICAS","BARRA DA TIJUCA","22403050",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2510","IRDO - INSTITUTO DE RADIODIAGNOSTICO ODONTOLOGICO LTDA","IRDO - INSTITUTO DE RADIODIAGNOSTICO ODONTOLOGIGO","RUA DIAS DA CRUZ","MEIER","32719390",-22.90413,-43.2849218,"22","CONSULTORIO ISOLADO"
"2511","IRM RESSONANCIA MAGNETICA LTDA","IRM RESSONANCIA MAGNETICA","RUA JAGUARUNA","CAMPO GRANDE","(21)24155450",-22.8985862,-43.5606078,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2512","IRM RESSONANCIA MAGNETICA LTDA","IRM RESSONANCIA MAGNETICA","RUA CAP SALOMAO","HUMAITA","(21)25373484",-22.9569568,-43.1963368,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2513","CLINICA DE RADIOLOGIA ODONTOLOGICA DA BARRA LTDA","IROB INSTITUTO DE RADIODIAGNOSTICO ODONTOLOGICO BRASILEIRO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","(21) 3325-1629",-22.9994292,-43.3593017,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2514","IRTO INSTITUTO DE RADIOLOGIA E TOMOGRAFIA ORAL","IRTO INSTITUTO DE RADIOLOGIA E TOMOGRAFIA ORAL","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","34311104",-22.999767,-43.3455861,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2515","ISO COHEN ANESTESIOLOGIA E CARDIOLOGIA FLUMINENSE LTDA","ISO COHEN ANESTESIOLOGIA E CARDIOLOGIA FLUMINENSE","RUA REAL GRANDEZA","BOTAFOGO","21 2252-0336",-22.9534218,-43.1933186,"22","CONSULTORIO ISOLADO"
"2516","ISO INSTITUTO DE SAUDE OCULAR LTDA","ISO INSTITUTO DE SAUDE OCULAR","RUA ESTANCIA","PADRE MIGUEL","24017992",-22.8772563,-43.4483743,"22","CONSULTORIO ISOLADO"
"2517","ISONEFRO ASSISTENCIA MEDICA LTDA","ISONEFRO ASSISTENCIA MEDICA","RUA BARATA RIBEIRO","COPACABANA","21",-22.9758664,-43.1925674,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2518","URGENCIAS MEDICAS ITANHANGA SAUDE LTDA","ITANHANGA CENTRO MEDICO","ESTRADA DO ITANHANGA","ITANHANGA","2121799595",-22.9963677,-43.3124814,"4","POLICLINICA"
"2519","ITMS DO BRASIL LTDA","ITMS TELEMEDICINA DO BRASIL","TRAVESSA DO PACO","CENTRO","35410328",-22.9041984,-43.1734814,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2520","J C FERREIRA ASSISTENCIA MEDICA LTDA","J C FERREIRA ASSISTENCIA MEDICA","ESTRADA DE JACAREPAGUA","FREGUESIA","24474521",-22.94214,-43.3412151,"22","CONSULTORIO ISOLADO"
"2521","J.B.I. DE ARAUJO TRAUMATO ORTOPEDIA","J.B.I. DE ARAUJO TRAUMATO ORTOPEDIA","AV. ARMANDO LOMBARDI","BARRA DA TIJUCA","24932963",-23.006141,-43.3148958,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2522","J.M.B. LTDA","J.M.B.","RUA PRUDENTE DE MORAES","IPANEMA","39786422",-22.9850298,-43.2086085,"22","CONSULTORIO ISOLADO"
"2523","JABUR LEZE CLINICA UROLOGICA LTDA","JABUR LEZE CLINICA UROLOGICA E CIRURGICA","LARGO DO MACHADO","CATETE","22850797",-22.9306609,-43.1792954,"22","CONSULTORIO ISOLADO"
"2524","JACOB KLIGERMAN - SERVICOS MEDICOS LTDA","JACOB KLIGERMAN - SERVICOS MEDICOS","RUA SOROCABA","BOTAFOGO","21 2539-2999",-22.9540387,-43.1896376,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2525","JACOB LAM","JACOB LAM","RUA DIAS DA CRUZ","MEIER","25949695",-22.9026018,-43.2812587,"22","CONSULTORIO ISOLADO"
"2526","JACQUES GOLZMAN GAST-ENTER E IZABEL CHRIST M COVAS GINE E OB","JACQUES GOLZMAN GAST-ENTER E IZABEL CHRIST M COVAS GINE E OB","ESTRADA DE JACAREPAGUA","JACAREPAGUA","2124471355",-22.9655277,-43.3353711,"22","CONSULTORIO ISOLADO"
"2527","JAF SAUDE MEDICA","JAF SAUDE MEDICA","AVENIDA RIO BRANCO","CENTRO","25441875",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"2528","JAILSON JOSE MOREIRA","JAILSON JOSE MOREIRA","RUA CAROEN","PENHA CIRCULAR","31379059",-22.9116369,-43.1742198,"22","CONSULTORIO ISOLADO"
"2529","JARDIM DE ALAH CENTRO CIRURGICO LTDA","JARDIM DE ALAH CENTRO CIRURGICO","RUA VISCONDE DE PIRAJA","IPANEMA","21 2540-6699",-22.9838995,-43.2140114,"62","HOSPITAL/DIA - ISOLADO"
"2530","JAYME ZAIKOWATY","JAYME ZAIKOWATY","AVN N S DE COPACABANA","COPACABANA","",-22.9739822,-43.1889593,"22","CONSULTORIO ISOLADO"
"2531","JCR LOPES SERVICOS CLINICOS E CARDIOLOGICOS LTDA","JCR LOPES SERVICOS CLINICOS E CARDIOLOGICOS","AVENIDA ITAOCA","BONSUCESSO","21369100",-22.8676941,-43.2565012,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2532","JEOVA-JIRE SERVICOS MEDICOS LTDA","JEOVA-JIRE SERVICOS MEDICOS","RUA CARDOSO DE MORAIS","BONSUCESSO","25915242",-22.8650153,-43.2547844,"22","CONSULTORIO ISOLADO"
"2533","JFA SERVICOS MEDICOS LTDA","JFA SERVICOS MEDICOS","AV DAS AMERICAS","BARRA DA TIJUCA","",-22.999767,-43.3455861,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2534","JFM ASSISTENCIA MEDICA","JFM ASSISTENCIA MEDICA BOTAFOGO","RUA CONDE DE IRAJA","BOTAFOGO","8863-2099",-22.9569192,-43.1945339,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2535","JFM ASSISTENCIA MEDICA","JFM ASSISTENCIA MEDICA GAVEA","RUA MARQUES DE SAO VICENTE","GAVEA","2239-2689",-22.9766745,-43.2297137,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2536","JL DENTISTAS ASSOCIADOS LTDA","JL DENTISTAS","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","22357897",-22.9739827,-43.1889172,"22","CONSULTORIO ISOLADO"
"2537","JOAO HENRIQUE COSTA SOUZA TRISTAO","JOAO HENRIQUE COSTA SOUZA TRISTAO","RUA AMARAL COSTA","CAMPO GRANDE","21 2415 9985",-22.9039496,-43.564426,"22","CONSULTORIO ISOLADO"
"2538","JOAO LUIZ MOTTA CAVALCANTE","JOAO LUIZ MOTTA CAVALCANTE","RUA URUGUAIANA","CENTRO","22523152",-22.9042382,-43.1799268,"22","CONSULTORIO ISOLADO"
"2539","JOAQUIM MESQUITA DERMATOLOGISTAS ASSOCIADOS LTDA","JOAQUIM MESQUITA DERMATOLOGISTAS ASSOCIADOS","RUA ARAUJO PORTO ALEGRE","CENTRO","22407319",-22.9090704,-43.1748963,"22","CONSULTORIO ISOLADO"
"2540","JOSE AUGUSTO DO NASCIMENTO SILVA VALENTE DE MATTOS","JOSE AUGUSTO DO NASCIMENTO SILVA VALENTE DE MATTOS","AV. DAS AMERICAS","BARRA DA TIJUCA","21 35071864",-23.0004416,-43.3479202,"22","CONSULTORIO ISOLADO"
"2541","JOSE BENTO P. SANTOS - CIRURGIOES ASSOCIADOS LTDA.","JOSE BENTO P. SANTOS - CIRURGIOES ASSOCIADOS","PRACA SAENS PENA","TIJUCA","25693943",-22.9242678,-43.2319695,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2542","NUCLETRAT SERVICOS MEDICOS LTDA","JOSE LUIZ A. FUSER- NUCLETRAT","RUA TABATINGUERA","LAGOA","2536-1300",-22.9706258,-43.2063363,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2543","JOSE LUIZ SPICACCI SERVICOS MEDICOS LTDA","JOSE LUIZ SPICACCI SERVICOS MEDICOS","RUA VISCONDE DE PIRAJA","IPANEMA","21 2247-7177",-22.9839576,-43.2091842,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2544","JOSILENE MOREIRA DE CARVALHO","JOSILENE MOREIRA DE CARVALHO","RUA PAULA NEI","REALENGO","2401-2269",-22.8832348,-43.4274391,"22","CONSULTORIO ISOLADO"
"2545","JRM INVESTIGACOES IMUNOLOGICAS LTDA","JRM","RUA SOROCABA","BOTAFOGO","(21)25279174",-22.9540387,-43.1896376,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2546","JUDY BOTLER CLINICA MEDICA","JUDY BOTLER CLINICA MEDICA","AV NOSSA SENHORA DE COPACABANA","COPACABANA","22672701",-22.9786221,-43.1906504,"22","CONSULTORIO ISOLADO"
"2547","JULIANA MALHEIROS GIOGETTA","JULIANA MALHEIROS GIOGETTA","AV. MERITI","VILA DA PENHA","",-22.8415499,-43.3134614,"22","CONSULTORIO ISOLADO"
"2548","JULIANA ROSA ODONTOLOGIA LTDA","JULIANA ROSA ODONTOLOGIA","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","2579-6789",-22.9526989,-43.1883571,"22","CONSULTORIO ISOLADO"
"2549","JULY HOROWITZ","JULY HOROWITZ","RUA CARDOSO DE MORAES","BONSUCESSO","30485651",-22.8631572,-43.2541627,"22","CONSULTORIO ISOLADO"
"2550","JVX SERVICOS OFTALMOLOGICOS LTDA","JVX SERVICOS OFTALMOLOGICOS","RUA SORIANO DE SOUZA","TIJUCA","21 2290-7448",-22.923607,-43.2353592,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2551","KADRI REPRESENTACOES E SERVICOS LTDA","KADRI REPRESENTACOES E SERVICOS","RUA GUSTAVO SAMPAIO","LEME","22338206",-22.9633757,-43.1712593,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2552","KARLA ALVES PEQUENO CARRARA","KARLA ALVES PEQUENO CARRARA","ESTRADA DO GALEAO","ILHA DO GOVERNADOR","32410459",-22.8051242,-43.2092646,"22","CONSULTORIO ISOLADO"
"2553","KARLA ALVES PEQUENO CARRARA","KARLA ALVES PEQUENO CARRARA - BARRA","AV DAS AMERICAS","BARRA DA TIJUCA","32410459",-22.9999056,-43.3534626,"22","CONSULTORIO ISOLADO"
"2554","KARLA STRONG RODRIGUES","KARLA STRONG RODRIGUES","RUA VISCONDE DE PIRAJA","IPANEMA","22670595",-22.9843885,-43.2056349,"22","CONSULTORIO ISOLADO"
"2555","KCH CONSULTORIA TECNICA ALIMENTAR E NUTRICIONAL LTDA.","KCH CONSULTORIA TECNICA ALIMENTAR E NUTRICIONAL","AVENIDA PRESIDENTE VARGAS","CENTRO","22332102",-22.9027706,-43.1845387,"22","CONSULTORIO ISOLADO"
"2556","KDS MED CLIN ASSESSORIA MEDICA LTDA","KDS MED CLIN ASSESSORIA MEDICA","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","22461210",-22.9526989,-43.1883571,"22","CONSULTORIO ISOLADO"
"2557","KELI KLEIN P. DA ROSA SERVICOS DE ODONTOLOGIA","KELI KLEIN P. DA ROSA SERVICOS DE ODONTOLOGIA","RUA DOUTOR CAETANO DE FARIAS E CASTRO","CAMPO GRANDE","21 23944169",-22.9037884,-43.5568453,"22","CONSULTORIO ISOLADO"
"2558","KERALA CLINICA DE TERAPIAS ALT. E REAB. FISICA LTDA.","KERALA CLINICA","RUA BARAO DE MESQUITA","TIJUCA","",-22.9241364,-43.2404381,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2559","KINDER CLINICA PEDIATRICA LTDA","KINDER CLINICA BARRA","AV DAS AMERICAS","BARRA DA TIJUCA","34195333",-22.9998142,-43.3496509,"22","CONSULTORIO ISOLADO"
"2560","KINDER CLINICA PEDIATRICA LTDA","KINDER CLINICA PEDIATRICA","RUA REDENTOR","IPANEMA","(21)25215777",-22.9824943,-43.2071738,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2561","KINDER CLINICA PEDIATRICA LTDA","KINDER CLINICA TIJUCA","RUA CONDE DE BONFIM","TIJUCA","",-22.9237323,-43.2291281,"22","CONSULTORIO ISOLADO"
"2562","KLASAP ODONTO LTDA","KLASAP ODONTO","AV. ATAULFO DE PAIVA","LEBLON","21 22596396",-22.9838357,-43.2173542,"22","CONSULTORIO ISOLADO"
"2563","KLG FONOAUDIOLOGIA LTDA","KLG FONOAUDIOLOGIA","RUA DIAS DA CRUZ","MEIER","22405279",-22.9047264,-43.2881824,"22","CONSULTORIO ISOLADO"
"2564","KLINIC SERVICOS ODONTOLOGICOS LTDA","KLINIC SERVICOS ODONTOLOGICOS","AV DAS AMERICAS","BARRA DA TIJUCA","2130876256",-22.9996346,-43.3529702,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2565","KM CARDIOLOGIA INTERVICIONISTA LTDA EPP","KM CARDIOLOGIA INTERVICIONISTA","AV. EVANDRO LINS E SILVA","BARRA DA TIJUCA","2216-9927",-23.0039667,-43.3260462,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2566","KMC SERVICOS MEDICOS LTDA","KMC SERVICOS MEDICOS","ESTRADA DE JACAREPAGUA","FREGUESIA","34152467",-22.943525,-43.3405983,"22","CONSULTORIO ISOLADO"
"2567","KOSMOS ATENDIMENTO AMBULATORIAL","KOSMOS ATENDIMENTO AMBULATORIAL","PRACA AQUIDAUANA","VILA COSMOS","3351-6919 / 24828574",-22.8509111,-43.3090099,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2568","KP CLINICA DENTARIA LTDA","KP CLINICA DENTARIA","RUA SILVA PINTO","VILA ISABEL","2576-4547",-22.9482921,-43.5987466,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2569","KR ODONTO CLINICA ODONTOLOGICA","KR ODONTO","RUA REAL GRANDEZA","BOTAFOGO","37969392",-22.9534218,-43.1933186,"22","CONSULTORIO ISOLADO"
"2570","KRA TRATAMENTO TREINAMENTO E CONSULTORIA MEDICO CIRURGICA LT","KRA CONSULTORIOS MEDICOS","RUA MEDINA","MEIER","22896726",-22.9002456,-43.2814044,"22","CONSULTORIO ISOLADO"
"2571","KRUGER ODONTOLOGIA LTDA","KRUGER ODONTOLOGIA","RUA IPIRANGA","LARANJEIRAS","021-22853080",-22.9352683,-43.1813151,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2572","KYTOS LABORATORIO DE PATOLOGIA LTDA","KYTOS LABORATORIO DE PATOLOGIA","RUA BARAO DE SAO FRANCISCO","VILA ISABEL","(21)25767375",-22.9169541,-43.2513401,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2573","LIMA E PEIXOTO SERVICOS DE ASSISTENCIA MEDICA LTDA","L & A ASSISTENCIA MEDICA","AV. AFRANIO DE MELLO FRANCO","LEBLON","25125485",-22.9825829,-43.2181122,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2574","L P CONSULTORIO MEDICO","L P CONSULTORIO MEDICO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","31394032 - 31394039",-22.9998142,-43.3496509,"22","CONSULTORIO ISOLADO"
"2575","L V CENTRO OFTALMOLOGICO LTDA","L V CENTRO OTALMOLOGICO","AV MINISTRO EDGAR ROMERO","MADUREIRA","21-3017-6402",-22.8662669,-43.3318801,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2576","L+ CLINICA ODONTOLOGICA","L+ CLINICA ODONTOLOGICA","RUA CONDE DE BOMFIM","TIJUCA","(21)25674104",-22.923278,-43.2311887,"22","CONSULTORIO ISOLADO"
"2577","L.A. - CLINICA E CIRURGIA DA MAO LTDA.","L.A. - CIRURGIA DA MAO","RUA JARDIM BOTANICO","JARDIM BOTANICO","22595599",-22.9646789,-43.2181467,"22","CONSULTORIO ISOLADO"
"2578","L.M. SERVICOS DIAGNOSTICOS LTDA ME","L.M. SERVICOS DIAGNOSTICOS","RUA FONSECA","BANGU","",-22.8778685,-43.4656213,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2579","L.T. GINECOLOGIA E PRE NATAL LTDA","L.T. GINECOLOGIA E PRE NATAL","RUA DOUTOR CAETANO DE FARIA CASTRO","CAMPO GRANDE","21 24132143",-22.9039929,-43.5569179,"22","CONSULTORIO ISOLADO"
"2580","LAB. ANAL. CLIN. PROF. JOAO CIRIBELLI GUIMARAES LDTA - EPP","LAB CIRIBELLI","AVENIDA PRESIDENTE VARGAS","CENTRO","21-30911554",-22.902003,-43.1803349,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2581","LABORATORIO ANAL CLIN PROF JOAO CIRIBELLI GUIMARAES LTDA","LAB CIRIBELLI","RUA DO MATOSO","PRACA DA BANDEIRA","(21)25045586",-22.9127908,-43.2131354,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2582","LAB JB DIAGNOSTICOS LTDA","LAB JB","RUA RIACHUELO","CENTRO","26055474",-22.9150102,-43.1882187,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2583","LAB PREV LABORATORIO DE ANALISE CLINICAS LTDA","LAB PREV","RUA CANNING","IPANEMA","(21)25230014",-22.9858837,-43.1942841,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2584","DR LEON CARDEMAN LABORATORIO DE CITOPATOLOGIA LIMITADA","LABCARDEMAN","AVENIDA N SRA DE COPACABANA","COPACABANA","(21)25220143",-22.9785256,-43.19086,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2585","LABCARE ANALISES CLINICAS LTDA","LABCARE ANALISES CLINICAS","RUA MOURA BRITO","TIJUCA","(21)25262466",-22.9252773,-43.2271449,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2586","LABORATORIO DR GUSTAVO GOUVEA LTDA","LABCARE ANALISES CLINICAS FILIAL CLIMEDE","RUA CAROLINA AMADO","IRAJA","",-22.8543744,-43.3306513,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2587","LABDOR ANALISES CLINICAS LTDA","LABDOR ANALISES CLINICAS","ARISTIDES LOBO","RIO COMPRIDO","021 2293-6745",-22.9191129,-43.2087826,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2588","LABER E LABER MEDICOS ASSOCIADOS LTDA","LABER E LABER","RUA MANUELA BARBOSA","MEIER","2131831587",-22.9014891,-43.2817597,"22","CONSULTORIO ISOLADO"
"2589","LABORAN LABORATORIO DE ANALISES CLINICAS LTDA","LABORAN LABORATORIO DE ANALISES CLINICAS","RUA DIVISORIA","BENTO RIBEIRO","(21)33505043",-22.8650677,-43.3627791,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2590","LABORATORIO ALOYSIO LEAL REBELLO","LABORATORIO ALOYSIO LEAL REBELLO","RUA STA CLARA","COPACABANA","(21)22562726",-22.9697166,-43.1887226,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2591","LABORATORIO MEDICO DE PATOLOGIA CLINICA ANDRE JENSEN LTDA","LABORATORIO ANDRE JENSEN","RUA SANTO AMARO","GLORIA","2252-7620",-22.9221187,-43.1798095,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2592","LABORATORIO BIOMEDICO LTDA","LABORATORIO BIOMEDICO","RUA DO RIACHUELO","CENTRO","21-7867-5712",-21.7695805,-41.3159568,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2593","LABORATORIO BITTAR LTDA","LABORATORIO BITTAR COPACABANA","AV N S DE COPACABANA","COPACABANA","25218899",-22.9786598,-43.190951,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2594","LABORATORIO BORGES NASSRALLA LTDA.","LABORATORIO BORGES NASSRALLA","AV. AMERICAS","BARRA DA TIJUCA","(21)24945514",-22.9998142,-43.3496509,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2595","LABORATORIO MEDICO BRAGA FILHO LTDA","LABORATORIO BRAGA FILHO","RUA SIQUEIRA CAMPOS","COPACABANA","21 22555234",-22.9646697,-43.1906277,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2596","NKB RIO S/A","LABORATORIO BRAZ MAIOLINO BOTAFOGO","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","3208-4699",-22.9558042,-43.1963851,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2597","EQUIPE SAUDE RECREIO SERVICOS MEDICOS LTDA","LABORATORIO BRONSTEIN RECREIO","AV DAS AMERICAS","BARRA DA TIJUCA","",-22.9999056,-43.3534626,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2598","LABORATORIO BW LTDA","LABORATORIO BW","RUA HADOCK LOBO","TIJUCA","38727581",-22.9210799,-43.2192807,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2599","LABIPAZ DE ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA","LABORATORIO CAMPOS DA PAZ","RUA CARUARU","GRAJAU","(21)25771455",-22.9189431,-43.2627844,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2600","LABORATORIO CLINICO CELSO LEAL FILHO LTDA","LABORATORIO CELSO LEAL FILHO","RUA FELIPE CARDOSO","SANTA CRUZ","38722343",-22.9185867,-43.6826207,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2601","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA BANGU","AV CONEGO VASCONCELOS","BANGU","(21)39789591",-22.8796139,-43.4648784,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2602","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA BARRA","AV ARMANDO LOMBARDI","BARRA DA TIJUCA","(21)39789591",-23.006141,-43.3148958,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2603","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA BONSUCESSO","RUA CARDOSO DE MORAES","BONSUCESSO","(21)39789591",-22.8650153,-43.2547844,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2604","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA CAMPO GRANDE","RUA CEL AGOSTINHO","CAMPO GRANDE","(21)39789591",-22.9046629,-43.5595455,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2605","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA CENTRO","AV RIO BRANCO","CENTRO","(21)39789591",-22.9058199,-43.1773351,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2606","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA COPACABANA","AV N SRA DE COPACABANA","COPACABANA","(21)39789591",-22.9708675,-43.1866895,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2607","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA FREGUESIA","EST DOS TRES RIOS","FREGUESIA","(21)39789591",-22.939276,-43.341735,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2608","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA ILHA","EST DO GALEAO","ILHA DO GOVERNADOR","(21)39789591",-22.8043205,-43.2056974,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2609","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA IPANEMA","RUA VISC DE PIRAJA","IPANEMA","(21)39789591",-22.9843885,-43.2056349,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2610","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA LARGO DO MACHADO","RUA DO CATETE","GLORIA","(21)39789591",-22.9309808,-43.1774666,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2611","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA MADUREIRA 1","EST DO PORTELA","MADUREIRA","(21)39789591",-22.8726776,-43.3389441,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2612","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA MADUREIRA 2","EST DO PORTELA","MADUREIRA","(21)39789591",-22.8726776,-43.3389441,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2613","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA MADUREIRA 3","EST DO PORTELA","MADUREIRA","(21)39789591",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2614","LABORATORIO CELULA DE ANALISES MEDICAS ESPEC LTDA","LABORATORIO CELULA MATRIZ","RUA BARAO DE MESQUITA","TIJUCA","(21)39789591",-22.9198322,-43.231068,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2615","CELULA CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA","LABORATORIO CELULA MEIER","RUA DIAS DA CRUZ","MEIER","(21)39789591",-22.9023204,-43.281083,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
